가격,쪽수
18000,472
12000,324
,
21000,300
12000,248
15000,346
15000,283
16500,408
13000,263
30000,306
25000,617
15800,383
9000,224
12000,279
15000,296
,
12800,232
13000,336
25000,517
14500,304
15000,448
11500,240
14000,324
19000,416
18000,416
18000,264
23800,432
,
15000,520
16000,440
25000,547
19500,474
,
60000,320
11900,307
12000,320
16000,276
15000,329
15000,319
3300,96
15000,318
48000,330
14000,255
15000,320
25000,382
16800,528
13000,261
13000,320
20000,355
18000,407
13000,302
15000,232
15000,368
18900,332
17000,380
35000,652
23000,396
13000,305
14900,528
18000,396
20000,376
25000,568
19800,381
10000,311
13000,272
14900,360
17800,395
14300,296
12000,207
12000,270
13000,236
,
15000,368
15000,328
15000,302
15000,336
15000,304
11000,32
12000,257
11000,242
11000,280
14800,302
14000,192
15000,312
13000,248
3300,96
13000,248
15000,352
13000,240
13500,280
13000,311
18000,512
15000,336
22000,558
15000,320
12000,224
10000,162
,
12800,240
12000,184
16000,388
15000,304
12800,288
7500,112
20000,488
15000,295
15000,328
16000,484
15000,400
15000,350
29000,754
20000,512
13000,407
12000,208
10000,224
15000,304
14800,332
14000,344
12000,216
12000,224
15000,372
,
13500,288
16000,338
14000,270
13000,288
13000,256
13000,200
15000,520
13000,256
9800,291
10000,100
12000,256
12000,256
13000,296
18000,364
19000,976
,
20000,664
23000,312
,
13000,224
17000,304
14000,240
7500,112
15000,280
16900,376
12000,192
13500,250
13800,280
18000,480
22000,555
15000,364
13000,224
12000,312
15000,256
15000,328
17000,432
14900,237
15000,328
,
15000,336
19000,424
16500,300
25000,492
16000,404
12000,187
16000,668
14000,316
10000,204
8500,183
8500,167
13800,276
13500,252
13000,331
12000,288
13000,270
15000,316
15000,328
15000,294
12500,224
12000,319
50000,432
12000,232
12000,224
15000,256
12800,204
14500,400
16000,342
15000,292
13800,296
15000,396
10000,176
18000,453
22000,416
,
13000,276
12000,256
14000,312
9500,208
9500,190
9500,208
9500,192
9500,208
20000,339
12800,264
10000,198
15800,360
17000,358
35000,605
14000,256
35000,680
28000,420
12000,204
15000,304
15000,303
14000,280
16000,336
12000,232
18000,472
14000,252
15000,307
13000,276
12800,264
23000,566
9800,320
22000,466
11500,576
16000,588
13500,320
15000,296
14000,172
12000,228
15000,508
13000,263
20000,284
16500,320
17500,341
16000,384
10500,412
7500,174
13500,244
16000,336
21500,776
13000,268
17500,304
16000,403
17000,162
17000,162
12000,198
19800,480
11000,238
9000,128
13800,360
10000,280
14800,336
15000,328
18000,312
17500,348
17000,416
20000,301
12000,368
11800,164
15000,352
13000,216
9400,88
15000,384
15000,328
15000,416
13000,415
15000,606
20000,336
38000,544
22000,456
18000,288
12000,216
,
33000,365
12800,258
12000,304
13500,451
13500,484
17000,318
18000,380
35000,375
19000,300
33000,448
18000,311
15000,328
18000,244
15000,335
16500,255
16000,328
6800,96
18000,316
28000,264
25000,446
18000,368
35000,347
35000,365
35000,370
22000,283
20000,405
15000,280
17500,272
17000,299
10000,220
22000,432
13500,312
20000,280
16000,147
18000,360
13000,232
28000,332
20000,408
43000,252
17000,388
15000,296
18000,295
33000,464
15000,220
20000,364
15000,256
15000,190
25000,528
15000,352
18000,288
26000,432
23000,504
20000,496
29000,400
15000,248
14000,272
18000,342
16000,328
20000,304
16000,332
20000,276
13000,212
13500,240
16500,344
18000,331
18000,336
14800,356
15000,260
20000,308
15000,284
16000,316
17000,272
9500,144
13800,231
17000,220
15000,328
14300,304
,
9500,176
19800,528
,
12000,240
13000,240
13000,193
15800,304
12800,214
13800,216
12900,288
,
20000,197
15000,372
15000,276
14800,288
13000,217
14000,150
18000,368
15000,296
8800,124
12000,240
13500,280
8500,439
12000,182
13000,208
13000,280
9000,160
12000,223
12000,88
10800,144
13500,398
12000,128
12000,240
13000,260
12800,83
40000,456
13000,256
13800,240
13000,268
14000,244
12000,32
10000,139
12000,278
15800,354
20000,191
12000,288
14800,323
11800,112
13000,280
,
,
15000,264
30000,224
26000,437
24000,387
12900,232
15000,177
19000,276
15000,116
12800,256
17000,216
12000,163
13800,228
13800,255
4800,175
10000,99
,
13000,160
11000,100
25000,207
13000,203
4800,175
13000,238
9800,139
12000,280
12800,152
12800,148
13000,232
13500,255
15000,189
19800,196
15000,264
13800,280
13800,251
16000,324
9000,168
13500,304
12000,270
13000,280
13000,272
13000,280
11800,286
5000,198
30000,339
13000,314
15200,372
33000,"1,088"
14000,280
7700,128
13800,287
13000,208
16000,200
18000,196
13000,192
13000,272
12500,256
12000,248
14500,264
12000,168
15000,304
15800,300
13000,228
14500,156
13000,348
11000,120
13500,200
10000,186
13800,224
12000,160
15800,304
12000,245
12000,216
,
8000,240
13000,298
13000,280
11000,124
13500,272
16000,160
13500,344
11500,99
16000,252
13000,222
4800,175
12000,228
12000,271
16800,328
15000,312
12000,288
,
12000,236
18800,492
15000,240
,
13000,252
21000,392
11000,185
13000,224
13000,252
13800,280
13800,280
12800,256
14800,320
11000,231
12800,248
12800,272
14500,237
13800,208
12000,262
12000,276
15000,126
14000,296
12000,248
14800,352
12000,244
14800,208
4800,175
10000,216
15000,248
15000,200
14500,288
14000,304
,
14000,352
18000,202
12000,396
14800,330
13800,280
15000,240
22000,238
15000,344
13000,163
12000,264
15000,180
19000,566
13000,216
13000,235
13000,272
15800,317
12000,242
4800,175
22000,288
12000,252
15000,225
13000,200
13000,236
11800,183
14000,360
13500,328
13000,304
13000,280
12900,260
5000,123
12800,208
12000,111
19000,175
15000,236
14800,280
,
15000,280
15800,176
13000,248
13800,304
18800,494
15000,307
13000,278
32000,812
11800,208
11500,168
9500,168
14000,352
10000,216
13000,264
12000,239
15000,244
18000,192
15000,175
12000,192
14000,380
12800,200
10000,205
10000,224
16000,175
15000,320
15800,320
12000,291
17000,346
15000,280
12500,200
11500,231
3900,79
10000,382
13500,272
13800,192
12000,296
12800,112
12000,96
15000,120
15000,128
6000,104
6000,104
6000,104
11000,164
11000,180
12000,158
12800,124
12000,128
13500,128
13000,176
13800,238
12000,240
13800,288
,
15000,135
26000,656
19000,358
11800,104
14000,280
15800,320
11000,144
18000,256
8500,52
15000,351
15000,246
15000,77
12900,232
13000,268
13500,217
13000,179
12800,104
18000,416
13000,280
26000,452
14000,224
10800,88
12000,264
14800,288
15000,316
16800,288
14000,280
7000,103
13000,312
11800,120
15000,180
10000,96
13800,271
12000,232
12000,260
13000,276
12000,159
13000,248
15000,320
13000,304
3000,94
4800,175
14000,304
15000,284
10000,151
10000,142
15000,368
14000,272
14800,400
12000,200
12000,88
12800,215
12500,168
16800,328
13000,284
14500,200
13000,203
26000,408
17800,420
12500,228
12000,200
12800,224
4800,175
12000,64
20000,327
15000,271
14500,352
13000,282
13800,288
11800,151
9000,176
12800,232
12000,208
12000,204
11000,160
16000,302
18000,290
15000,284
13000,292
13000,168
,
11000,144
13000,188
10800,79
13800,288
14000,240
14300,276
11500,144
14000,264
12000,181
12500,192
13500,284
14500,230
,
,
13000,320
13000,256
11000,192
12800,141
14500,216
13500,176
12000,231
15000,208
12000,228
14000,276
13800,312
15800,356
15800,352
15000,451
10900,219
12000,200
10000,144
16800,232
16500,232
15800,304
23000,180
12000,256
12000,295
15000,320
,
18000,320
28000,320
22000,282
15000,197
8000,228
14000,384
15000,436
14800,320
5000,206
10800,63
10800,72
12000,184
12000,220
12800,240
13800,268
,
14800,212
,
18000,393
14500,240
12800,239
13000,248
13800,232
20000,319
15000,364
15000,224
12500,125
15000,171
14800,272
22000,213
13800,280
13000,231
12000,212
,
16000,424
12000,269
14800,264
12500,272
14500,216
13800,296
11000,185
13800,274
15000,340
13000,290
3900,120
13000,224
,
14800,232
9800,192
17000,207
14000,272
14000,224
16800,384
17800,328
60000,912
25000,107
42000,752
10000,240
13000,240
12000,214
13000,239
14000,252
20000,432
15000,296
10900,156
20000,136
40000,688
,
14800,208
32000,632
13700,276
19000,362
20000,547
25000,524
17000,320
15000,378
15000,308
13500,231
15000,356
15000,294
13800,360
11800,360
33000,453
25000,567
14000,296
18000,416
14000,296
13000,296
25000,288
17000,309
15000,336
15000,208
39000,592
28000,700
20000,316
20000,304
15000,344
12000,207
12000,304
14000,264
15000,280
35000,624
16000,360
20000,318
16000,318
13000,344
15000,443
14000,535
16000,464
17000,336
13000,310
24000,440
45000,356
28000,227
45000,312
24000,504
50000,704
15000,349
16000,304
20000,497
14800,400
19800,304
,
15000,268
25000,376
15000,256
12500,272
3300,94
18000,380
20000,448
15000,288
15000,285
25000,575
18000,411
18000,335
20000,448
12000,220
10000,104
13000,260
10000,320
12000,224
13800,348
8000,144
,
15000,448
20000,492
35000,408
18000,348
18000,352
13000,240
10000,144
14000,456
40000,476
16000,320
13500,303
15000,352
12000,232
15000,264
18000,328
11000,120
12500,311
13800,280
17000,231
16000,256
35000,472
16000,304
11000,235
13500,318
25000,368
14000,360
12000,208
17000,363
15000,368
22000,576
13800,335
16000,538
22000,374
18000,390
25000,520
45000,464
18000,322
30000,346
80000,696
20000,559
13000,308
13000,296
17000,332
6800,140
18000,350
15000,408
15000,656
25000,704
12000,343
12000,428
12000,116
,
45000,384
15000,328
60000,301
12000,116
14800,424
15000,479
10000,145
42000,616
15000,304
16000,349
15000,220
22000,576
18000,358
27000,528
15000,280
15000,324
,
13000,268
9000,160
12000,217
21000,371
15000,448
16000,285
25000,466
16000,327
13000,236
12000,248
16000,388
13000,424
22000,408
15000,345
13000,303
12000,274
22000,372
10800,184
13500,224
13000,270
13000,381
13000,308
13800,436
13500,316
16000,368
12000,272
13000,283
32000,768
30000,673
20000,352
20000,320
15000,218
16000,260
11000,235
18000,311
23000,904
25000,468
13000,277
38000,352
15000,280
13000,304
13000,232
15000,332
12000,288
14000,320
13000,264
17000,353
14000,384
16000,320
17000,304
13000,376
25000,358
12000,208
30000,460
25000,328
58000,440
,
13000,392
13000,264
15000,316
14800,416
13000,247
25000,776
29000,688
13000,384
18000,368
13000,262
21000,309
15000,366
15000,350
20000,520
25000,413
16000,284
19800,456
2000,88
16000,376
40000,813
15000,360
7500,112
14500,364
14800,392
18000,334
14800,312
22000,392
25000,544
22000,464
20000,263
12900,292
14000,360
15000,320
9800,316
12000,228
16000,350
13000,246
25000,508
18000,570
22000,"1,016"
13800,268
13000,240
35000,884
20000,404
12000,196
13800,320
12000,380
28000,725
17000,368
12000,219
16000,312
27000,568
,
13000,288
24000,454
,
13000,320
15000,214
12800,228
16000,360
12000,240
16000,352
15000,320
16000,400
11000,216
14000,280
25000,385
14000,300
13000,268
13000,220
15000,288
17000,440
,
20000,523
13000,244
15000,357
15000,440
16000,336
13000,272
14000,312
13000,292
18000,384
15000,275
15000,271
9800,216
,
14000,268
20000,384
17000,373
15000,288
12000,297
,
13000,284
19000,220
22000,440
22000,292
13800,414
22000,485
30000,514
15000,247
12000,366
25000,440
,
,
27000,632
15000,312
15000,350
10000,189
7000,144
16000,284
15000,380
22000,256
10000,307
20000,367
13000,257
13800,264
14000,407
23000,540
20000,244
14000,296
13000,217
35000,592
15000,420
13000,248
12000,184
6800,96
4800,96
4800,96
4800,96
4800,96
4800,94
4800,96
4800,95
6800,94
6800,95
6800,95
4800,95
4800,95
4800,95
4800,96
6800,93
4800,95
4800,95
6800,94
4800,95
4800,96
4800,94
4800,94
4800,94
4800,94
4800,95
4800,94
6800,93
4800,96
3300,94
3300,96
4800,96
3300,95
3300,96
4800,96
4800,94
6800,96
4800,95
4800,95
4800,96
6800,96
4800,96
4800,94
6800,94
4800,94
4800,96
4800,96
6800,95
6800,95
4800,94
6800,95
4800,94
6800,95
6800,94
6800,93
6800,95
6800,95
4800,95
6800,94
6800,94
22000,310
14000,416
25000,548
13000,246
12000,253
15000,288
10000,266
15000,424
16000,368
18000,624
12800,232
13800,264
33000,647
20000,371
13800,384
15000,235
15000,328
13800,296
13800,304
25000,320
23000,487
18000,464
12000,224
14000,320
18000,384
10000,244
12000,157
18000,436
,
14000,256
16000,416
12000,168
20000,324
16000,391
13000,307
15000,280
16000,300
16000,332
15000,424
15000,291
13000,288
15000,368
29000,720
14000,348
35000,644
12000,217
13000,272
15000,341
13000,260
12000,291
15000,312
12000,226
13500,276
16500,320
15000,241
,
15000,368
,
15000,388
25000,458
14000,312
14000,304
15800,368
11500,328
16000,236
15000,376
18000,320
32000,732
20000,439
14000,352
12000,320
16000,296
15000,405
25000,405
15000,318
14000,328
23000,568
26000,784
12000,308
13000,284
15000,304
13000,304
15000,412
14000,356
18500,412
15000,424
25000,552
,
12000,304
12000,300
13000,251
13000,367
25000,432
16000,373
13000,296
,
14800,292
22000,504
13000,213
13000,284
20000,360
16000,416
12000,335
13000,224
15000,468
14000,352
12500,180
12000,349
13000,232
15000,312
13000,292
12800,304
15000,343
13000,280
22000,520
17800,470
8800,208
12000,280
18000,334
14000,288
12000,232
20000,437
15000,288
13000,191
38000,"1,062"
13000,312
14000,304
14000,299
32000,520
,
,
15000,376
13000,319
13500,280
20000,422
14000,240
20000,334
15000,312
12000,199
28000,557
16000,392
16000,316
13500,268
15000,320
23000,464
13000,248
13000,216
13800,264
16000,384
,
14000,224
,
,
25000,520
16000,304
,
50000,304
7000,144
7000,144
7000,128
7000,128
7000,157
7000,159
7000,143
7000,160
7000,127
7000,174
7000,183
7000,130
7000,159
7000,217
7000,144
7000,160
7000,160
7000,127
7000,159
7000,159
7000,143
7000,159
7000,159
7000,158
7000,123
7000,127
7000,159
7000,159
7000,127
7000,160
7000,160
7000,142
7000,142
7000,174
7000,158
7000,158
7000,158
7000,158
7000,158
7000,142
7000,159
7000,144
7000,191
7000,127
7000,127
7000,192
7000,135
7000,176
7000,159
7000,160
7000,171
7000,170
7000,172
7000,143
7000,170
7000,170
7000,170
7000,170
7000,176
7000,159
7000,175
7000,175
7000,192
7000,191
7000,191
7000,175
7000,191
7000,143
7000,160
7000,175
7000,159
7000,200
7000,192
7000,159
7000,191
7000,192
7000,159
7000,191
7000,158
7000,207
7000,190
7000,173
7000,173
7000,174
7000,143
7000,175
7000,178
7000,175
7000,175
7000,175
7000,144
7000,143
7000,175
7000,143
7000,143
7000,194
7000,159
7000,199
7000,143
7000,176
7000,207
7000,173
7000,173
7000,174
7000,191
7000,175
7000,191
7000,192
7000,207
7000,191
7000,175
7000,191
7000,215
7000,223
7000,190
7000,207
7000,143
7000,175
7000,191
7000,223
7000,216
7000,207
22000,479
15800,389
15000,397
16000,316
14500,260
12000,295
,
45000,246
16000,377
,
12000,30
10800,36
8500,22
12000,32
9800,32
12000,40
10000,28
8500,32
8000,32
8500,44
8000,30
10000,32
,
8000,40
161000,쪽수확인중
10000,32
,
154000,쪽수확인중
,
10000,32
8500,쪽수확인중
7000,26
,
,
,
7000,24
9000,26
,
8000,34
9000,30
8500,33
,
13000,26
9000,30
8500,44
10000,32
,
7000,36
,
6000,18
7500,40
,
,
8500,12
9800,60
8000,32
,
6500,24
,
6000,30
8000,쪽수확인중
9500,32
6000,24
8500,44
,
12000,40
9000,30
7000,26
9000,32
9000,32
,
32000,238
,
,
9000,40
9000,30
11000,34
12000,50
8000,24
8000,30
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
9000,14
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
8500,40
,
12000,10
13000,40
13000,40
13000,40
15000,16
,
12000,40
13000,36
12000,40
,
,
,
9000,32
,
,
15000,12
7500,24
7500,24
7500,24
8500,22
6500,18
,
161000,쪽수확인중
,
8500,48
8500,40
,
,
12000,36
,
,
9000,40
8500,32
12000,40
32500,100
8500,30
12000,30
8500,32
,
,
9000,32
7000,24
6000,30
,
,
13000,60
13000,28
10900,36
13000,32
,
,
154000,쪽수확인중
8000,24
32500,100
7500,19
7000,31
8000,25
8000,32
8000,32
,
8000,43
8000,32
8000,28
8000,26
8000,31
,
11000,23
8000,24
8000,28
8000,35
,
8000,25
8000,25
8000,35
,
,
,
,
8000,35
23000,26
15000,26
,
8000,32
,
,
8000,25
,
,
,
6000,36
,
,
15000,5
,
8500,36
,
12000,40
13000,32
,
8500,40
10000,17
,
,
5000,28
12000,32
,
7500,32
,
,
10000,17
6500,26
8500,30
,
,
7000,30
7500,32
12000,40
12000,72
12000,72
10000,55
10000,36
,
12000,40
,
13500,96
,
12000,52
9500,20
,
12000,38
12000,50
36000,쪽수확인중
12000,38
12000,38
12000,38
12000,38
8500,30
30000,60
12000,8
18000,89
,
9500,36
9500,36
9500,40
11000,32
11000,32
9500,36
9500,36
11000,30
9500,40
9500,36
11000,40
9500,36
11000,200
11000,200
11000,200
11000,200
11000,200
11000,200
11000,200
11000,200
11000,200
11000,200
11000,200
11000,200
9000,99
9000,184
9000,200
18000,296
12000,40
9000,232
12000,216
9000,150
19000,232
9000,40
9000,184
13000,44
8500,171
9000,217
14800,224
9800,212
9800,48
9800,220
,
9000,144
14000,110
11000,188
8800,156
12000,184
11000,224
8500,224
11000,192
9000,127
9500,230
9500,226
13000,291
10000,24
,
,
,
,
,
,
,
,
12000,304
12000,320
12000,304
12000,297
12000,307
14000,416
16000,480
14000,400
9000,120
10000,128
8500,206
13000,360
10000,152
9800,176
9800,160
9000,240
12000,232
,
9800,76
9000,155
12000,168
10000,157
12000,216
12000,220
12000,199
12000,208
12000,207
12000,208
12000,208
12000,208
18000,64
10000,45
,
9500,184
13000,36
11000,70
8800,216
9000,187
9000,155
18000,172
11000,70
9000,155
9800,95
,
12000,48
14000,240
11000,178
9800,180
9800,180
9800,180
9800,176
9800,198
9800,186
9800,182
9800,210
9800,195
9800,166
9800,170
9800,182
9800,162
9800,137
9800,161
9800,155
9800,146
9800,170
9800,170
9800,152
,
13800,319
12000,264
9800,188
9000,200
9000,176
10000,151
9500,136
9500,128
9800,208
9800,208
9800,208
9800,208
9800,210
9800,210
9800,208
9800,208
9000,40
13000,160
13000,155
11000,168
8500,184
8500,184
8500,184
8500,184
8500,184
8500,184
10000,207
10000,213
10000,213
10000,235
9000,쪽수확인중
12000,219
12000,239
12000,215
12000,220
12000,215
12000,215
12000,215
12000,207
12000,224
9300,152
11000,70
11000,183
10000,197
11000,174
12800,256
9500,252
9000,48
12000,164
11000,70
9500,204
9500,223
9500,208
9000,155
12000,96
9500,160
12000,172
12000,180
10000,176
10000,180
9000,156
9500,164
10800,208
9000,176
10000,192
13000,29
9500,156
10000,164
10000,160
10000,160
12000,48
11000,200
11000,200
11000,216
11000,224
11000,208
18000,364
8000,110
14500,228
11000,69
9000,112
10000,128
9500,187
9500,192
,
11900,210
11900,256
11900,258
11900,265
11900,265
11900,262
11900,258
11900,285
11900,269
11900,285
11900,258
10000,163
7000,154
8500,32
11000,79
9000,88
10000,56
9800,256
9800,304
9800,320
9800,300
9800,328
9800,292
9800,284
9800,292
9800,310
9800,292
9500,36
12000,84
9000,152
8500,181
9900,216
11000,224
11000,224
12500,240
6800,109
9500,47
10000,192
15000,92
10000,188
8800,52
11000,143
12000,293
12000,228
11000,235
9800,225
12000,180
8000,82
12000,104
9500,36
9000,208
9800,60
32000,348
8000,141
10000,48
5000,64
15000,48
15000,32
9000,60
9000,219
9000,215
12000,208
12000,132
12000,167
9500,172
12000,190
11000,183
8500,96
8000,34
9800,184
15000,151
9500,200
18000,72
11000,94
8900,140
12000,42
9000,135
9000,116
,
11000,108
,
11000,12
12000,160
11000,124
9000,64
8500,200
11000,56
9000,64
11000,81
10000,208
22000,300
8900,103
5900,215
12500,96
11000,144
11000,124
11000,144
11000,124
11000,144
11000,144
11000,144
11000,144
11000,144
11000,144
,
15000,24
9800,69
9800,69
9800,72
9800,72
9800,72
9800,72
9800,72
9800,72
9800,69
9800,69
9800,72
9800,69
10000,127
10000,127
9500,262
6000,72
9000,132
12000,232
9000,132
13000,126
9500,204
11000,180
11000,180
8900,164
10000,쪽수확인중
15000,120
12000,26
8500,173
11000,98
22000,32
9000,176
15000,35
9500,240
10000,128
9000,40
9800,136
13500,271
11000,155
11000,155
,
,
9000,136
7800,14
12000,138
8500,208
11000,60
12000,156
14800,108
9800,239
8000,174
12000,200
19800,96
10000,192
9800,204
9800,160
15500,173
11000,176
11000,60
15000,35
11000,12
12000,287
11000,180
9500,135
10000,45
12000,172
11000,192
9000,184
8500,108
15000,35
9500,208
9500,208
9800,180
9800,180
9800,164
9800,160
9800,180
9800,163
9800,163
9800,163
9800,163
9800,168
9000,127
11000,40
10000,224
9500,168
8500,128
,
,
14000,84
9000,132
15000,96
9000,48
12000,42
12000,264
9500,189
18000,173
12000,160
12000,192
19800,296
9000,192
9000,192
9000,104
8500,160
17000,400
8500,176
15000,136
35000,90
8900,171
9500,176
10000,168
10000,168
10000,168
10000,168
10000,168
10000,172
19000,272
,
13000,136
9500,252
9500,256
9500,304
9500,304
9500,240
13000,75
12000,32
13000,348
11000,112
9000,180
9800,219
9500,208
11000,40
11000,129
9800,136
9800,127
11000,135
13500,188
9000,192
9000,192
9000,208
9000,208
9000,208
9000,208
9000,208
9000,208
9000,202
9000,200
9000,205
9000,205
9000,204
9000,207
9000,207
9000,207
9000,202
9000,200
,
14500,176
10000,200
9800,160
9800,159
9800,159
12000,48
10800,216
13000,166
12000,32
8800,200
13000,43
11000,40
9000,157
17000,260
9000,36
15000,12
9000,208
9500,44
12000,212
9000,184
9300,152
9000,192
9000,199
13000,80
12000,156
11000,176
12000,180
11000,160
11000,192
12000,288
13000,187
9000,160
9000,128
9000,168
9800,248
13000,80
12000,48
10000,170
12000,224
9500,200
9500,192
9500,182
9500,188
9500,171
9000,168
8800,136
14000,76
8500,176
9000,219
14000,100
14000,96
14000,109
9000,192
11000,224
9500,쪽수확인중
11000,219
9500,175
9000,207
9800,115
8900,150
12000,208
12000,206
8900,232
8900,215
8500,232
8500,232
8500,229
8500,232
8500,229
8500,229
8500,230
8500,229
8500,229
8500,219
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
15000,475
17000,224
,
15000,336
12000,504
18800,528
,
15500,64
14000,45
12600,32
10850,28
15300,32
12480,32
4800,32
4700,24
5900,24
5900,24
5900,32
5900,24
,
,
,
9350,16
9350,16
9350,16
9350,16
9350,16
11530,16
9350,16
9350,12
,
10400,32
,
23400,48
12480,192
12570,16
5600,48
12570,16
10800,16
12600,40
,
,
8400,쪽수확인중
5500,23
5500,23
,
13100,32
18100,32
14400,48
12600,16
9900,32
10000,32
11530,63
11900,24
44250,212
11000,32
11900,64
11900,32
11200,32
9800,쪽수확인중
12480,32
14000,136
12480,쪽수확인중
,
29670,32
13000,85
9000,쪽수확인중
7100,40
12570,16
12420,32
13450,32
9000,30
9000,30
9000,30
9000,30
9000,30
25100,320
49000,630
,
18000,498
15400,629
17900,754
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
10300,192
9000,30
9000,30
9000,30
9000,30
9000,30
35850,96
26000,208
19500,255
24920,64
34290,296
29900,100
35850,쪽수확인중
18670,203
21000,192
19150,170
28770,96
35850,쪽수확인중
9500,40
10000,24
13000,50
8500,24
10700,64
13600,32
15600,쪽수확인중
16900,104
9500,225
10000,32
10000,32
15380,80
10300,28
12480,36
11900,32
11900,64
15500,10
11900,32
14300,128
14000,32
15380,40
12000,40
18000,498
13600,32
9500,32
10700,32
12000,32
13100,192
19230,20
20230,12
10000,쪽수확인중
14000,336
14000,32
12900,274
26480,266
26480,304
10200,32
10700,384
21150,320
12600,32
11900,290
19500,72
12000,32
10700,48
13450,32
10400,32
14000,64
20290,208
11600,40
13900,512
8300,20
9000,20
8300,20
9000,20
9000,20
10300,136
10700,32
6600,32
10000,쪽수확인중
12500,32
15600,쪽수확인중
9500,139
10800,256
10800,144
10800,256
10800,256
8000,24
11200,32
13000,36
11900,32
12000,32
8000,48
8300,202
9100,128
9500,32
8400,24
14000,32
13450,32
10000,32
10500,32
16000,112
6600,40
14000,30
8300,32
23080,64
10920,28
11100,32
14000,24
9100,208
9500,32
,
22000,40
34630,40
8400,180
9100,32
15600,56
45500,287
7200,32
9500,105
9100,32
9500,24
6600,32
11700,32
9000,30
8400,32
11700,24
11700,24
5200,48
7100,32
5900,32
16900,128
22700,255
10300,272
9500,32
10300,256
9100,12
4700,24
7100,24
7100,32
4700,32
4800,32
7200,32
7100,32
7200,32
8300,137
4700,32
9600,245
8400,14
12000,32
7100,31
8300,32
14000,25
9500,32
10400,31
12000,32
7800,144
6230,32
6400,32
11530,32
7100,32
20800,32
16900,34
8400,32
10700,28
8400,32
14040,32
12000,24
14000,32
8400,40
13000,54
6500,26
13600,32
19100,288
16000,12
9600,556
6500,26
9000,32
7100,40
11000,36
10700,152
8300,32
12600,32
23400,592
8400,64
38500,960
38500,960
9500,28
29900,64
13000,96
38480,48
19500,334
20700,240
22000,336
18200,64
26000,352
26000,822
19250,128
17900,256
21000,192
28040,64
20000,464
28040,299
14040,40
25000,200
19230,291
19200,336
20800,619
11700,432
19100,256
20300,416
10920,375
18000,229
26000,쪽수확인중
28600,272
17900,384
19400,144
20800,788
44170,48
26000,64
20000,448
35850,238
16000,128
29900,232
22000,160
14000,64
26000,224
14700,64
16000,128
27300,336
29900,160
10500,쪽수확인중
25200,64
10800,134
29900,456
13000,64
27500,352
,
20000,128
20000,208
20000,128
16000,128
25000,216
26000,216
23900,240
20000,400
8000,207
8000,207
8000,207
8000,207
14700,128
27300,144
27300,192
16000,128
25000,쪽수확인중
27300,144
26000,620
21000,144
15400,64
28000,64
30000,256
39040,275
15400,64
14700,61
14700,64
46850,288
19500,344
23100,144
26000,144
20800,336
23700,256
11900,176
23400,250
18000,406
18700,108
,
26000,191
29900,184
17300,144
9500,24
20290,64
26300,256
25000,256
27300,256
14700,64
17900,192
21000,64
35850,192
18900,64
28600,208
28700,104
22000,320
21000,320
15500,128
15600,48
14700,64
27300,96
31200,208
22000,208
18000,336
14700,64
10000,240
10000,240
28600,240
31200,160
25000,256
10500,216
21000,128
30000,120
14700,64
27300,143
17600,160
23420,128
22000,720
30000,312
22000,208
22000,504
21600,328
22000,264
22000,432
22000,384
22000,448
30000,336
22000,480
22000,415
30000,320
22000,672
22000,448
22000,660
30000,336
22000,288
22000,208
22000,312
22000,288
22000,528
23400,264
22000,232
22000,432
22000,256
22000,288
22000,240
22000,224
22000,336
9000,448
23400,272
22000,272
22000,208
22000,272
30000,448
22000,448
22000,248
22000,256
23400,408
10000,408
22000,216
22000,232
19800,192
22000,208
22000,448
22000,336
22000,224
22000,416
22000,240
22000,408
22000,352
22000,720
